name,season,player_points,player_field_goals_made,player_field_goals_missed,player_field_goals_att,player_free_throws_made,player_free_throws_missed,player_free_throws_att,player_three_points_made,player_three_points_missed,player_three_points_att,player_rebounds,player_assists,player_steals,player_blocks,player_turnovers,player_pls_min,mojo_value
Joel Embiid,2022,2351,758,757,1515,730,165,895,105,187,292,913,309,81,107,246,397,22.79
Joel Embiid,2023,2370,788,675,1463,724,118,842,70,153,223,748,295,70,137,259,419,23.060000000000002
Joe Wieskamp,2022,61,20,36,56,7,6,13,14,29,43,14,9,4,3,2,0,0.4900000000000001
Joe Wieskamp,2023,9,3,11,14,0,0,0,3,9,12,4,3,0,0,1,2,0.03
John Collins,2018,788,319,234,553,134,54,188,16,31,47,544,98,49,81,108,-220,8.530000000000001
John Collins,2019,1200,471,367,838,203,63,266,55,103,158,597,121,22,39,121,-72,11.252500000000001
John Collins,2020,885,353,252,605,120,30,150,59,88,147,416,60,31,66,75,-165,8.8675
John Collins,2021,1361,529,424,953,200,40,240,103,161,264,624,94,42,74,107,197,14.115000000000002
John Collins,2022,923,358,325,683,139,40,179,68,119,187,445,104,35,57,65,-30,9.387500000000003
John Collins,2023,999,385,382,767,148,36,184,81,191,272,488,90,44,79,88,-30,9.872500000000002
John Konchar,2020,54,24,13,37,1,1,2,5,5,10,47,22,7,3,7,36,0.9575000000000001
John Konchar,2021,184,69,70,139,25,5,30,21,36,57,129,47,30,10,18,20,2.5425
John Konchar,2022,358,138,135,273,29,22,51,53,79,132,348,114,48,23,30,53,5.625
John Konchar,2023,368,140,189,329,28,8,36,60,121,181,320,104,79,27,38,185,5.7425
John Wall,2011,1131,,574,,,92,,34,,,317,574,121,35,261,-440,8.7575
John Wall,2012,1076,,516,,,85,,3,,,300,530,95,57,255,-256,8.737500000000002
John Wall,2013,906,,411,,,60,,12,,,196,373,65,37,157,43,7.907499999999999
John Wall,2014,1774,639,864,1494,367,93,460,115,224,337,382,803,169,48,334,224,16.240000000000002
John Wall,2015,1528,12,721,30,5,84,7,69,2,3,402,882,150,55,335,299,15.7425
John Wall,2016,1553,12,781,33,13,72,14,117,9,10,382,792,146,59,320,111,14.635000000000002
John Wall,2017,2170,3,948,15,6,120,7,110,2,2,380,969,182,64,380,259,20.309999999999995
John Wall,2018,953,336,458,794,215,73,288,66,122,188,184,462,71,53,185,123,8.845000000000002
John Wall,2019,663,245,307,552,122,53,175,51,118,169,116,279,49,29,121,-152,5.305000000000001
John Wall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Wall,2021,823,293,433,726,158,53,211,79,170,249,129,275,42,31,141,-166,5.4725
John Wall,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Wall,2023,386,138,200,338,77,36,113,33,76,109,92,178,27,12,80,-106,2.8625
Jonas Valanciunas,2013,554,,162,,,39,,0,,,372,45,17,78,94,-126,5.620000000000001
Jonas Valanciunas,2014,992,383,335,711,212,70,281,0,1,1,782,59,24,78,155,43,10.017500000000002
Jonas Valanciunas,2015,1008,4,298,8,0,60,0,0,0,0,730,41,35,96,113,-42,10.877500000000001
Jonas Valanciunas,2016,933,10,285,20,3,61,4,0,0,0,676,53,35,94,103,160,10.677500000000002
Jonas Valanciunas,2017,1071,10,348,15,2,50,2,1,0,0,826,59,39,69,119,78,11.614999999999998
Jonas Valanciunas,2018,1126,448,346,794,198,47,245,32,47,79,765,93,33,84,134,252,12.665
Jonas Valanciunas,2019,763,301,237,538,147,38,185,14,34,48,419,70,19,53,90,71,7.7125
Jonas Valanciunas,2020,1044,432,307,739,148,52,200,32,59,91,788,131,30,76,127,5,11.9425
Jonas Valanciunas,2021,1133,473,328,801,164,47,211,23,42,65,825,125,38,60,110,105,13.105000000000002
Jonas Valanciunas,2022,1401,543,463,1006,257,58,315,58,106,164,929,208,45,61,191,52,14.6525
Jonas Valanciunas,2023,1115,446,370,816,185,39,224,38,71,109,804,140,20,52,159,-10,11.4025
Jonathan Isaac,2018,145,55,90,145,19,6,25,16,30,46,99,18,33,30,27,-100,1.4300000000000002
Jonathan Isaac,2019,753,273,378,651,117,26,143,90,196,286,442,82,61,103,80,-51,7.817500000000001
Jonathan Isaac,2020,404,156,176,332,60,17,77,32,62,94,231,48,53,78,49,18,4.9399999999999995
Jonathan Isaac,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Isaac,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Isaac,2023,55,22,31,53,5,4,9,6,9,15,44,6,14,4,4,-19,0.6425
Jonathan Kuminga,2022,737,267,257,524,150,66,216,53,111,164,261,73,34,24,85,-5,6.0875
Jonathan Kuminga,2023,700,274,247,521,95,52,147,57,96,153,240,130,43,31,99,-76,6.227499999999999
Jordan Clarkson,2015,703,9,329,17,3,27,3,38,3,5,191,206,51,12,96,-241,5.28
Jordan Clarkson,2016,1225,15,623,30,2,40,2,111,3,4,313,192,88,7,135,-642,7.275000000000002
Jordan Clarkson,2017,1205,7,594,12,2,34,2,117,3,7,246,213,88,8,164,-422,7.4475
Jordan Clarkson,2018,1214,467,610,1077,157,39,196,123,241,364,249,234,66,9,140,-80,8.4475
Jordan Clarkson,2019,1364,529,651,1180,162,30,192,144,301,445,270,196,57,13,135,-350,8.8325
Jordan Clarkson,2020,1195,439,525,964,148,27,175,169,293,462,211,151,52,16,104,-3,9.14
Jordan Clarkson,2021,1444,524,716,1240,154,16,170,242,454,696,308,185,68,13,138,250,11.250000000000002
Jordan Clarkson,2022,1371,506,680,1186,160,32,192,199,422,621,292,202,69,17,139,380,11.007500000000004
Jordan Clarkson,2023,1271,458,573,1031,200,45,245,155,304,459,246,270,33,13,186,35,9.1225
Jordan McLaughlin,2020,229,87,91,178,26,13,39,29,47,76,49,125,34,4,31,-70,2.555
Jordan McLaughlin,2021,256,100,142,242,23,7,30,33,59,92,108,193,51,6,51,-133,3
Jordan McLaughlin,2022,264,100,117,217,33,11,44,31,61,92,106,197,62,10,40,33,4.06
Jordan McLaughlin,2023,161,61,88,149,15,3,18,24,56,80,64,150,32,4,33,73,2.5
Jordan Nwora,2021,186,66,87,153,24,8,32,30,40,70,69,8,17,9,25,-2,1.6825
Jordan Nwora,2022,491,188,283,471,36,9,45,79,152,231,224,61,25,17,57,-89,3.5975
Jordan Nwora,2023,542,194,251,445,68,18,86,86,125,211,229,88,24,14,66,-252,4.075000000000001
Jordan Poole,2020,503,167,335,502,95,24,119,74,191,265,118,134,35,10,74,-200,2.6625
Jordan Poole,2021,612,205,269,474,105,14,119,97,179,276,92,99,26,9,51,28,4.9174999999999995
Jordan Poole,2022,1778,603,709,1312,311,26,337,261,447,708,322,387,77,31,240,375,17.754999999999995
Jordan Poole,2023,1809,596,817,1413,387,62,449,230,470,700,253,415,73,24,267,-16,12.9725
Jose Alvarado,2022,378,147,180,327,46,20,66,38,88,126,108,161,78,8,47,114,4.59
Jose Alvarado,2023,550,201,288,489,65,15,80,83,164,247,141,186,67,10,81,105,5.272499999999999
Josh Christopher,2022,587,224,276,500,83,30,113,56,133,189,186,150,65,13,114,-272,4.165
Josh Christopher,2023,372,153,176,329,45,15,60,21,68,89,71,73,33,15,60,-225,2.1800000000000006
Josh Giddey,2022,676,282,390,672,56,25,81,56,158,214,430,351,51,20,172,-292,5.805000000000001
Josh Giddey,2023,1260,539,579,1118,106,39,145,76,158,234,599,469,57,31,211,-105,11.707499999999998
Josh Green,2021,101,42,51,93,13,10,23,4,21,25,78,28,16,3,17,16,1.1350000000000002
Josh Green,2022,342,138,146,284,33,20,53,33,67,100,173,86,50,14,44,49,3.9075
Josh Green,2023,546,205,177,382,68,26,94,68,101,169,182,103,42,5,72,76,5.459999999999999
Josh Hart,2018,496,176,199,375,66,28,94,78,119,197,263,80,47,16,47,-80,5.135000000000001
Josh Hart,2019,525,189,275,464,55,25,80,92,182,274,248,93,64,40,58,3,5.355
Josh Hart,2020,656,225,307,532,85,30,115,121,233,354,425,108,63,23,75,-114,6.732500000000002
Josh Hart,2021,434,151,193,344,69,20,89,63,130,193,377,109,38,12,49,0,5.34
Josh Hart,2022,807,287,282,569,160,51,211,73,140,213,388,224,61,13,114,-198,7.985000000000001
Josh Hart,2023,857,320,294,614,146,52,198,71,125,196,674,314,97,24,138,296,11.9775
Josh Okogie,2019,583,202,316,518,119,44,163,60,157,217,222,95,88,33,64,-58,5.140000000000001
Josh Okogie,2020,538,172,231,403,152,39,191,42,116,158,271,104,68,27,92,-188,4.7875000000000005
Josh Okogie,2021,316,102,152,254,83,25,108,29,79,108,156,63,54,28,43,-192,2.92
Josh Okogie,2022,133,42,62,104,35,16,51,14,33,47,70,25,26,12,23,40,1.525
Josh Okogie,2023,570,176,275,451,150,55,205,68,143,211,272,118,62,36,66,59,5.807500000000001
Josh Richardson,2016,434,5,205,16,4,25,6,70,7,9,157,95,42,38,47,82,4.630000000000001
Josh Richardson,2017,539,3,311,4,0,17,0,75,0,2,168,140,60,39,65,7,4.9025
Josh Richardson,2018,1087,414,511,925,126,23,149,133,222,355,300,245,132,80,145,-6,10.470000000000002
Josh Richardson,2019,1209,423,603,1026,199,32,231,164,296,460,263,298,79,34,113,68,10.440000000000001
Josh Richardson,2020,822,298,404,702,131,28,159,95,182,277,189,175,54,38,112,99,6.770000000000001
Josh Richardson,2021,749,275,371,646,108,9,117,91,186,277,206,158,63,24,85,-105,6.1675
Josh Richardson,2022,666,234,300,534,96,12,108,102,144,246,185,115,56,29,66,138,6.48
Josh Richardson,2023,654,239,315,554,69,12,81,107,186,293,175,174,69,20,86,-161,5.679999999999999
Jrue Holiday,2010,587,,290,,,21,,62,,,191,280,79,18,156,-161,5.09
Jrue Holiday,2011,1216,,587,,,40,,92,,,351,559,130,31,229,161,12.05
Jrue Holiday,2012,1085,,579,,,32,,85,,,273,357,123,26,161,179,9.665000000000001
Jrue Holiday,2013,1383,,733,,,60,,91,,,329,625,123,32,292,-126,10.96
Jrue Holiday,2014,487,198,251,442,50,12,61,30,44,74,142,268,56,12,105,24,4.767500000000001
Jrue Holiday,2015,611,5,308,15,2,11,2,52,2,2,138,287,65,24,96,96,6.2299999999999995
Jrue Holiday,2016,1089,4,525,13,0,34,0,87,6,6,195,391,88,22,167,25,9.162500000000001
Jrue Holiday,2017,1029,20,488,41,3,49,8,100,9,14,264,488,100,44,194,38,10.114999999999998
Jrue Holiday,2018,1750,703,711,1414,208,60,268,136,270,406,416,543,133,69,236,326,17.3125
Jrue Holiday,2019,1420,547,612,1159,208,63,271,118,245,363,334,518,109,54,210,231,13.900000000000002
Jrue Holiday,2020,1167,458,548,1006,129,53,182,122,224,346,293,408,99,48,184,35,10.685
Jrue Holiday,2021,1445,572,640,1212,147,45,192,154,271,425,400,556,134,47,183,539,19.867500000000003
Jrue Holiday,2022,1454,567,622,1189,163,48,211,157,243,400,368,535,129,36,217,448,15.1875
Jrue Holiday,2023,1379,524,584,1108,161,29,190,170,283,453,373,535,84,27,209,485,14.520000000000001
JT Thor,2022,67,24,31,55,12,8,20,7,20,27,43,19,8,11,10,-7,0.8075000000000001
JT Thor,2023,262,95,143,238,33,14,47,39,84,123,152,36,22,23,44,-163,1.9500000000000002
Juancho Hernangomez,2017,305,7,123,11,0,19,0,46,1,5,187,29,30,12,31,-34,3.16
Juancho Hernangomez,2018,82,29,46,75,10,2,12,14,36,50,54,12,6,3,9,-26,0.7150000000000001
Juancho Hernangomez,2019,411,139,178,317,66,20,86,67,116,183,268,55,27,24,38,41,4.582500000000001
Juancho Hernangomez,2020,288,100,147,247,44,27,71,44,85,129,197,40,19,9,32,-55,2.5925000000000002
Juancho Hernangomez,2021,375,130,169,299,60,37,97,55,113,168,205,35,19,7,27,-71,3.2475000000000005
Juancho Hernangomez,2022,145,49,75,124,19,15,34,28,53,81,112,25,16,10,18,6,1.6275
Juancho Hernangomez,2023,122,48,66,114,9,7,16,17,50,67,123,25,16,6,15,13,1.5325000000000002
Juan Toscano-Anderson,2020,69,29,34,63,3,2,5,8,15,23,52,26,13,5,16,-79,0.6625
Juan Toscano-Anderson,2021,301,121,88,209,22,9,31,37,55,92,235,150,41,26,61,97,4.8875
Juan Toscano-Anderson,2022,309,119,126,245,41,32,73,30,62,92,186,135,50,18,76,19,3.6100000000000003
Juan Toscano-Anderson,2023,155,64,79,143,19,5,24,8,35,43,124,65,16,10,34,-147,1.415
Julius Randle,2015,2,0,2,0,0,2,0,0,0,0,0,0,0,0,1,-18,-0.06749999999999999
Julius Randle,2016,919,7,477,18,8,77,11,10,1,1,829,144,53,29,149,-688,6.752500000000001
Julius Randle,2017,975,8,396,15,0,78,1,17,0,0,636,264,49,37,173,-452,8.427500000000002
Julius Randle,2018,1323,504,400,904,305,120,425,10,35,45,654,210,43,45,213,-80,11.7625
Julius Randle,2019,1565,571,518,1089,356,131,487,67,128,195,634,229,52,45,208,-12,13.620000000000001
Julius Randle,2020,1248,463,543,1006,258,94,352,64,167,231,622,198,51,22,193,-244,9.385000000000002
Julius Randle,2021,1806,632,785,1417,371,85,456,171,251,422,784,449,67,18,266,101,15.9175
Julius Randle,2022,1447,512,734,1246,303,98,401,120,270,390,716,370,53,39,245,-164,11.272499999999999
Julius Randle,2023,2102,713,866,1579,441,145,586,235,467,702,850,352,54,24,251,186,18.002499999999998
Justin Champagnie,2022,81,31,36,67,9,0,9,10,18,28,72,11,8,4,8,49,1.1150000000000002
Justin Champagnie,2023,13,6,13,19,0,0,0,1,7,8,8,4,1,0,0,-4,0.0775
Justin Holiday,2013,42,,32,,,2,,4,,,14,15,3,6,9,12,0.3225
Justin Holiday,2015,257,1,145,1,0,8,0,36,0,0,74,49,40,12,31,-17,2.2175
Justin Holiday,2016,239,,140,,,10,,36,,,90,56,32,19,39,-89,1.9175000000000002
Justin Holiday,2017,629,11,305,28,5,14,6,97,8,15,225,102,65,31,66,-42,5.815000000000002
Justin Holiday,2018,876,290,492,782,135,29,164,161,288,449,291,153,80,31,93,-178,6.8825
Justin Holiday,2019,857,300,477,777,95,11,106,162,303,465,323,146,121,36,104,-448,6.807500000000002
Justin Holiday,2020,632,218,289,507,54,16,70,142,205,347,253,96,93,51,47,36,7.3475
Justin Holiday,2021,756,258,367,625,67,18,85,173,280,453,256,119,74,41,54,-45,7.487500000000001
Justin Holiday,2022,749,261,401,662,50,12,62,177,305,482,190,128,57,33,70,-204,5.955
Justin Holiday,2023,205,77,127,204,5,3,8,46,97,143,55,41,19,19,22,-129,1.4549999999999998
Justise Winslow,2016,592,12,309,21,6,46,6,37,2,5,466,126,76,30,107,69,6.22
Justise Winslow,2017,196,3,145,15,1,18,2,7,3,5,94,66,26,6,33,-6,1.3925
Justise Winslow,2018,578,222,308,530,78,43,121,56,92,148,403,161,58,37,85,7,6.13
Justise Winslow,2019,830,324,425,749,86,51,137,96,160,256,355,282,72,19,142,119,7.825000000000001
Justise Winslow,2020,124,50,79,129,18,9,27,6,21,27,73,44,7,5,24,52,1.11
Justise Winslow,2021,178,74,136,210,20,15,35,10,44,54,119,51,15,12,37,-73,1.065
Justise Winslow,2022,274,110,147,257,39,27,66,15,51,66,202,84,35,25,49,28,3.0575
Justise Winslow,2023,196,81,117,198,20,8,28,14,31,45,145,98,30,11,43,-38,2.16
Jusuf Nurkic,2015,426,5,212,13,1,48,2,0,0,0,382,50,52,68,86,-6,4.595
Jusuf Nurkic,2016,263,2,141,6,3,38,4,0,1,1,175,40,24,44,55,-4,2.3575
Jusuf Nurkic,2017,664,22,265,34,5,90,8,0,0,0,478,127,50,75,146,-43,6.5125
Jusuf Nurkic,2018,1179,499,491,990,181,103,284,0,7,7,740,147,70,116,186,130,11.492500000000001
Jusuf Nurkic,2019,1125,420,406,826,282,83,365,3,26,29,748,233,71,103,168,430,13.427499999999998
Jusuf Nurkic,2020,212,79,87,166,49,9,58,5,16,21,134,50,18,17,32,-70,2.1375
Jusuf Nurkic,2021,503,201,187,388,88,50,138,13,22,35,394,141,41,46,87,169,6.425000000000001
Jusuf Nurkic,2022,842,321,279,600,185,83,268,15,41,56,619,157,62,34,143,13,9.0075
Jusuf Nurkic,2023,694,262,243,505,127,65,192,43,76,119,471,149,43,44,119,9,7.495000000000001
Kai Jones,2022,22,9,5,14,3,5,8,1,1,2,11,4,1,2,6,-14,0.1625
Kai Jones,2023,157,67,53,120,19,7,26,4,15,19,123,15,17,30,31,-32,1.8725
Karl-Anthony Towns,2016,1503,3,528,7,0,52,0,30,0,0,858,161,58,138,183,-137,14.9575
Karl-Anthony Towns,2017,2061,9,678,20,1,72,1,101,3,5,1007,220,56,103,212,-28,19.927499999999995
Karl-Anthony Towns,2018,1836,674,569,1243,364,63,427,124,176,300,1089,210,66,120,172,317,20.962500000000002
Karl-Anthony Towns,2019,1891,686,635,1321,376,74,450,143,215,358,957,260,68,125,240,62,19.207500000000003
Karl-Anthony Towns,2020,926,316,306,622,180,46,226,114,163,277,378,153,33,42,110,-15,9.102500000000001
Karl-Anthony Towns,2021,1239,425,450,875,267,44,311,122,193,315,529,225,39,57,160,11,11.840000000000002
Karl-Anthony Towns,2022,1958,685,617,1302,427,90,517,161,231,392,798,285,76,95,254,256,19.495000000000005
Karl-Anthony Towns,2023,693,244,254,498,139,24,163,66,122,188,287,150,23,21,104,-7,6.3925
Kawhi Leonard,2012,628,,250,,,23,,59,,,410,78,102,30,57,164,7.942500000000001
Kawhi Leonard,2013,973,,362,,,40,,88,,,536,115,134,43,85,486,14.7875
Kawhi Leonard,2014,1172,454,425,872,153,44,197,100,153,251,567,171,153,64,109,549,19.059999999999995
Kawhi Leonard,2015,1199,14,485,26,8,58,13,78,4,8,513,179,156,52,112,405,13.36
Kawhi Leonard,2016,1765,8,629,26,17,51,21,147,5,7,562,217,156,85,123,729,19.575
Kawhi Leonard,2017,2224,27,774,53,26,71,26,172,9,12,525,317,154,61,180,531,21.772500000000004
Kawhi Leonard,2018,146,52,59,111,31,7,38,11,24,35,42,21,18,9,16,17,1.4374999999999998
Kawhi Leonard,2019,2347,810,829,1639,555,87,642,172,286,458,662,295,146,42,195,499,27.05750000000001
Kawhi Leonard,2020,1940,674,745,1419,437,59,496,155,257,412,530,356,135,44,183,498,18.945
Kawhi Leonard,2021,1634,590,539,1129,327,43,370,127,195,322,431,325,105,30,132,472,17.18
Kawhi Leonard,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kawhi Leonard,2023,1308,470,445,915,258,38,296,110,150,260,351,216,76,29,94,213,13.035
Keegan Murray,2023,397,149,171,320,16,8,24,83,126,209,167,50,25,16,15,-4,4.16
Keita Bates-Diop,2019,151,60,82,142,18,10,28,13,39,52,83,17,18,14,14,-53,1.34
Keita Bates-Diop,2020,291,101,138,239,55,22,77,34,69,103,133,31,19,24,17,-170,2.3875
Keita Bates-Diop,2021,79,30,37,67,14,7,21,5,12,17,49,12,11,5,7,-37,0.765
Keita Bates-Diop,2022,335,136,127,263,46,15,61,17,38,55,231,41,27,14,45,4,3.5124999999999997
Keita Bates-Diop,2023,647,236,229,465,119,31,150,56,86,142,248,103,46,20,56,-267,5.775
Keldon Johnson,2020,154,53,36,89,35,9,44,13,9,22,57,15,14,2,13,67,1.8025000000000002
Keldon Johnson,2021,881,338,367,705,145,51,196,60,121,181,412,121,40,24,78,-172,7.547500000000001
Keldon Johnson,2022,1278,471,540,1011,177,57,234,159,240,399,457,158,58,14,92,75,11.297500000000001
Keldon Johnson,2023,1385,503,610,1113,245,82,327,134,273,407,318,183,46,11,134,-491,8.7825
Kelly Olynyk,2014,607,234,268,502,99,23,122,40,74,114,365,109,35,27,106,-5,5.555000000000001
Kelly Olynyk,2015,674,2,283,8,1,44,2,64,4,5,308,111,66,41,102,226,7.0100000000000025
Kelly Olynyk,2016,689,13,311,36,3,32,7,85,11,15,285,108,53,33,78,190,6.855
Kelly Olynyk,2017,843,8,309,15,2,41,3,83,3,5,418,182,56,43,118,33,8.850000000000001
Kelly Olynyk,2018,936,337,343,680,148,46,194,114,185,299,454,226,69,41,155,219,10.22
Kelly Olynyk,2019,787,261,303,564,152,33,185,113,206,319,375,140,53,37,114,106,8.13
Kelly Olynyk,2020,621,209,243,452,98,17,115,105,161,266,354,128,47,28,80,91,7.114999999999998
Kelly Olynyk,2021,1003,357,381,738,156,32,188,133,252,385,519,210,81,45,130,-78,11.490000000000002
Kelly Olynyk,2022,365,128,158,286,69,20,89,40,79,119,177,111,31,19,58,-70,3.6125000000000003
Kelly Olynyk,2023,847,278,279,557,198,34,232,93,143,236,420,252,60,37,168,14,9.1125
Kelly Oubre Jr.,2016,236,1,121,3,0,18,0,25,1,1,133,13,22,7,34,-41,1.7825000000000002
Kelly Oubre Jr.,2017,571,1,291,6,2,27,4,65,3,4,289,51,68,22,57,-154,4.8450000000000015
Kelly Oubre Jr.,2018,1009,336,502,838,207,44,251,130,258,388,386,102,86,38,95,-111,8.28
Kelly Oubre Jr.,2019,1047,375,467,842,189,55,244,108,230,338,325,84,84,59,103,-274,8.135000000000002
Kelly Oubre Jr.,2020,1046,373,453,826,192,54,246,108,199,307,361,85,71,40,83,-28,8.922500000000001
Kelly Oubre Jr.,2021,849,318,406,724,123,54,177,90,195,285,329,73,57,42,70,-189,6.692500000000001
Kelly Oubre Jr.,2022,1137,410,522,932,126,63,189,191,362,553,302,84,77,31,67,-25,9.379999999999999
Kelly Oubre Jr.,2023,972,353,466,819,158,50,208,108,231,339,249,54,68,18,64,-278,6.58
Kendrick Nunn,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendrick Nunn,2020,1069,420,546,966,87,15,102,142,273,415,192,230,61,17,121,59,8.16
Kendrick Nunn,2021,920,360,392,752,64,4,68,136,225,361,206,165,54,15,91,-60,8.3225
Kendrick Nunn,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendrick Nunn,2023,496,191,259,450,35,6,41,79,144,223,109,90,28,7,66,-54,3.4325
Kenneth Lofton Jr.,2023,108,44,36,80,14,10,24,6,9,15,49,14,4,2,10,-15,0.9624999999999999
Kenrich Williams,2019,279,107,172,279,13,6,19,52,104,156,219,83,45,19,36,-87,3.1499999999999995
Kenrich Williams,2020,136,51,96,147,9,17,26,25,72,97,186,57,27,21,22,-26,2.0575000000000006
Kenrich Williams,2021,526,219,192,411,36,27,63,52,65,117,273,152,55,17,76,-180,5.470000000000001
Kenrich Williams,2022,363,146,171,317,30,25,55,41,80,121,220,108,44,10,46,25,4.0725
Kenrich Williams,2023,425,179,167,346,17,22,39,50,84,134,261,105,45,14,32,75,5.3375
Kentavious Caldwell-Pope,2014,470,178,278,452,47,14,61,59,123,180,156,55,75,12,28,-60,3.925
Kentavious Caldwell-Pope,2015,1043,3,582,19,0,48,0,153,7,8,255,109,93,18,94,70,7.615000000000002
Kentavious Caldwell-Pope,2016,1166,7,585,15,7,45,9,126,5,8,299,149,117,18,107,154,9.5625
Kentavious Caldwell-Pope,2017,1047,7,558,13,5,31,5,153,3,5,248,193,89,12,86,-147,8.007500000000002
Kentavious Caldwell-Pope,2018,992,340,458,798,153,41,194,159,256,415,387,162,106,16,97,-50,9.267500000000002
Kentavious Caldwell-Pope,2019,938,325,431,756,137,21,158,151,284,435,238,110,73,13,65,-154,7.612500000000001
Kentavious Caldwell-Pope,2020,793,290,337,627,89,26,115,124,191,315,169,127,72,17,73,226,7.612500000000001
Kentavious Caldwell-Pope,2021,761,255,349,604,114,17,131,137,218,355,210,144,73,27,72,141,9.632500000000002
Kentavious Caldwell-Pope,2022,1018,361,468,829,137,17,154,159,249,408,261,145,83,26,97,-228,8.182500000000001
Kentavious Caldwell-Pope,2023,1034,366,428,794,132,28,160,170,241,411,273,214,138,48,101,575,14.02
Kenyon Martin Jr.,2021,419,162,156,318,60,24,84,35,61,96,242,48,30,41,38,-283,3.96
Kenyon Martin Jr.,2022,696,279,244,523,78,45,123,60,108,168,297,101,34,40,60,-238,6.4175
Kenyon Martin Jr.,2023,1039,410,310,720,151,71,222,68,148,216,452,123,41,30,91,-368,9.2875
Keon Johnson,2022,264,96,173,269,38,9,47,34,66,100,78,75,28,11,45,-281,1.2100000000000002
Keon Johnson,2023,189,67,111,178,27,14,41,28,53,81,44,59,19,6,43,-153,0.905
Kessler Edwards,2022,284,110,157,267,16,3,19,48,88,136,172,32,30,24,43,-65,2.5700000000000003
Kessler Edwards,2023,100,36,57,93,11,4,15,17,38,55,62,23,14,6,13,10,1.0899999999999999
Kevin Durant,2008,1624,,779,,,57,,59,,,348,192,78,75,232,-651,9.025000000000002
Kevin Durant,2009,1871,,729,,,72,,97,,,482,205,96,53,225,-501,13.29
Kevin Durant,2010,2622,,954,,,92,,138,,,669,245,115,92,293,431,22.095000000000006
Kevin Durant,2011,2648,,1017,,,108,,182,,,672,262,104,95,260,321,22.045000000000005
Kevin Durant,2012,2420,,839,,,91,,174,,,675,305,117,101,311,439,23.3825
Kevin Durant,2013,2619,,836,,,90,,161,,,739,443,130,117,323,736,26.0925
Kevin Durant,2014,3194,1057,1080,2137,839,133,972,241,392,633,778,526,123,84,358,512,28.9075
Kevin Durant,2015,689,14,234,21,15,25,15,65,5,6,181,111,25,25,76,165,6.574999999999999
Kevin Durant,2016,2563,18,922,29,13,67,14,218,5,9,722,428,89,103,315,756,24.337500000000006
Kevin Durant,2017,2004,11,601,18,4,60,5,157,2,3,642,374,80,119,176,888,29.587500000000006
Kevin Durant,2018,2419,849,821,1670,498,60,558,223,336,559,633,470,68,145,259,560,30.400000000000006
Kevin Durant,2019,2445,856,785,1641,555,69,624,178,299,477,563,513,72,98,270,738,24.922500000000003
Kevin Durant,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Durant,2021,1354,469,416,885,298,41,339,118,153,271,358,248,43,64,162,313,13.510000000000002
Kevin Durant,2022,1748,610,588,1198,406,41,447,122,199,321,430,376,52,53,212,238,16.2325
Kevin Durant,2023,1685,590,496,1086,395,35,430,110,171,281,409,296,43,82,195,253,16.2875
Kevin Huerter,2019,727,275,382,657,41,15,56,136,217,353,245,214,65,25,109,-122,6.3425
Kevin Huerter,2020,684,252,358,610,53,11,64,127,207,334,228,213,51,27,87,-242,5.860000000000001
Kevin Huerter,2021,1021,393,518,911,62,19,81,173,308,481,300,292,96,34,98,22,9.945
Kevin Huerter,2022,938,362,445,807,45,11,56,169,273,442,269,222,61,29,102,106,8.845
Kevin Huerter,2023,1204,445,493,938,101,38,139,213,336,549,282,229,83,33,101,218,11.845
Kevin Knox II,2019,974,343,580,923,162,64,226,126,241,367,337,83,43,24,114,-636,4.380000000000001
Kevin Knox II,2020,419,144,257,401,66,35,101,65,134,199,184,61,23,28,45,-179,2.7750000000000004
Kevin Knox II,2021,165,56,87,143,18,4,22,35,54,89,62,20,12,7,17,-24,1.3599999999999999
Kevin Knox II,2022,115,38,58,96,18,6,24,21,43,64,46,10,6,2,10,-64,0.7649999999999999
Kevin Knox II,2023,415,152,180,332,46,14,60,65,121,186,177,33,24,12,50,-226,2.9974999999999996
Kevin Love,2009,899,,372,,,71,,2,,,734,84,35,50,118,-270,8.1375
Kevin Love,2010,842,,355,,,51,,35,,,658,136,43,23,117,-224,7.9025
Kevin Love,2011,1476,,544,,,75,,88,,,1112,184,45,28,155,-272,14.620000000000001
Kevin Love,2012,1432,,585,,,81,,105,,,734,111,47,28,128,27,12.497500000000002
Kevin Love,2013,330,,193,,,42,,20,,,252,42,13,9,39,2,2.6275
Kevin Love,2014,2023,655,777,1432,521,116,637,192,320,512,972,343,60,35,197,338,19.8425
Kevin Love,2015,1285,8,563,25,8,68,8,153,10,11,759,178,52,41,128,434,13.422500000000003
Kevin Love,2016,1527,18,715,41,17,68,20,204,12,16,937,227,67,49,169,582,17.020000000000003
