name,season,player_points,player_field_goals_made,player_field_goals_missed,player_field_goals_att,player_free_throws_made,player_free_throws_missed,player_free_throws_att,player_three_points_made,player_three_points_missed,player_three_points_att,player_rebounds,player_assists,player_steals,player_blocks,player_turnovers,player_pls_min,mojo_value
Rudy Gay,2018,716,279,323,602,117,37,154,41,95,136,319,84,54,39,84,75,6.475
Rudy Gay,2019,1024,404,412,816,134,30,164,82,121,203,520,194,57,39,124,132,10.415000000000001
Rudy Gay,2020,726,266,330,596,120,16,136,74,146,220,362,114,35,33,88,12,6.695
Rudy Gay,2021,716,264,364,628,82,20,102,106,172,278,303,88,45,40,65,130,6.699999999999999
Rudy Gay,2022,446,157,222,379,62,17,79,70,133,203,242,56,25,19,47,183,4.555
Rudy Gay,2023,293,109,178,287,42,7,49,33,97,130,163,57,19,18,37,57,2.665
Rudy Gobert,2014,104,36,38,74,32,33,65,0,0,0,155,7,8,41,32,-25,1.4725000000000001
Rudy Gobert,2015,686,15,169,21,5,103,9,0,0,0,775,109,64,189,111,6,11.137500000000001
Rudy Gobert,2016,557,4,156,6,2,122,4,0,0,0,668,91,45,135,114,150,8.622499999999999
Rudy Gobert,2017,1241,17,235,26,21,191,34,0,0,0,1124,108,58,226,156,385,18.0975
Rudy Gobert,2018,901,331,197,528,239,118,357,0,0,0,719,91,54,154,128,313,12.510000000000002
Rudy Gobert,2019,1340,495,249,744,350,195,545,0,0,0,1092,168,69,200,139,334,19.114999999999995
Rudy Gobert,2020,1165,444,198,642,277,171,448,0,0,0,1007,111,55,146,139,328,16.277499999999996
Rudy Gobert,2021,1187,456,210,666,275,165,440,0,5,5,1102,99,46,213,135,764,18.6575
Rudy Gobert,2022,1105,386,158,544,333,150,483,0,4,4,1053,75,47,143,127,390,16.310000000000002
Rudy Gobert,2023,1014,389,203,592,236,131,367,0,3,3,875,97,58,100,130,-25,12.844999999999999
Rui Hachimura,2020,663,261,295,556,116,24,140,25,63,88,301,91,38,8,54,-254,5.1375
Rui Hachimura,2021,863,339,356,695,131,42,173,54,98,152,348,87,46,8,73,-168,6.864999999999999
Rui Hachimura,2022,475,187,194,381,46,20,66,55,68,123,160,48,23,9,33,-127,3.815000000000001
Rui Hachimura,2023,902,357,358,715,118,35,153,70,129,199,341,68,27,30,63,-9,7.732499999999999
Russell Westbrook,2009,1256,,659,,,79,,35,,,399,435,110,16,274,-272,8.477500000000001
Russell Westbrook,2010,1445,,723,,,99,,28,,,437,688,118,35,282,266,13.262500000000003
Russell Westbrook,2011,2198,,984,,,121,,48,,,470,778,179,36,394,144,18.082500000000003
Russell Westbrook,2012,2019,,918,,,95,,80,,,410,479,143,29,284,460,17.387500000000003
Russell Westbrook,2013,1951,,886,,,117,,99,,,441,621,151,24,281,664,17.7575
Russell Westbrook,2014,1509,513,676,1189,387,70,457,96,218,314,401,472,129,13,260,260,13.180000000000001
Russell Westbrook,2015,1927,39,856,92,36,108,47,91,16,21,493,575,143,14,294,251,16.3175
Russell Westbrook,2016,2377,15,1033,36,9,132,13,142,3,5,758,1037,214,22,423,767,24.637499999999992
Russell Westbrook,2017,2786,8,1220,20,17,144,17,220,2,7,927,901,145,33,470,275,24.47
Russell Westbrook,2018,2215,825,1034,1859,452,157,609,113,261,374,884,873,156,20,414,359,20.48
Russell Westbrook,2019,1806,678,926,1604,319,158,477,131,322,453,856,840,148,36,349,230,17.7575
Russell Westbrook,2020,1702,665,766,1431,309,107,416,63,187,250,510,441,105,22,286,87,13.227500000000001
Russell Westbrook,2021,1540,572,750,1322,305,151,456,91,202,293,802,822,91,24,333,-147,14.682500000000001
Russell Westbrook,2022,1441,548,685,1233,266,133,399,79,186,265,580,550,75,20,295,-211,11.287500000000001
Russell Westbrook,2023,1277,475,621,1096,228,111,339,99,215,314,460,588,82,40,275,-48,11.177500000000002
Saben Lee,2021,267,99,111,210,61,28,89,8,15,23,97,174,32,13,55,-89,2.9025
Saben Lee,2022,208,69,108,177,56,15,71,14,46,60,87,107,36,12,36,-80,2.1825
Saben Lee,2023,151,49,72,121,42,15,57,11,19,30,45,67,19,1,24,-30,1.3725
Saddiq Bey,2021,857,279,412,691,124,23,147,175,285,460,318,95,52,14,60,-213,7.0550000000000015
Saddiq Bey,2022,1342,459,691,1150,210,44,254,214,403,617,445,236,76,17,97,-494,10.07
Saddiq Bey,2023,1107,368,508,876,213,34,247,158,278,436,386,124,73,13,73,-181,9.18
Sam Hauser,2022,70,24,30,54,2,0,2,20,27,47,30,12,1,2,2,9,0.7050000000000001
Sam Hauser,2023,542,190,235,425,14,5,19,148,211,359,221,75,30,23,30,244,6.35
Sam Merrill,2021,94,34,45,79,4,0,4,22,30,52,35,22,12,1,11,-46,0.86
Sam Merrill,2022,25,8,16,24,2,2,4,7,16,23,7,4,0,0,2,-9,0.13249999999999998
Sam Merrill,2023,25,9,13,22,2,0,2,5,13,18,9,5,4,0,0,-5,0.265
Sandro Mamukelashvili,2022,154,57,58,115,18,4,22,22,30,52,82,22,9,9,15,-145,1.2999999999999998
Sandro Mamukelashvili,2023,263,97,133,230,39,18,57,30,69,99,185,62,14,12,35,-113,2.355
Santi Aldama,2022,132,53,79,132,20,12,32,6,42,48,87,21,6,10,16,16,1.1325000000000003
Santi Aldama,2023,735,262,296,558,110,36,146,101,180,281,397,104,48,48,62,52,8.035
Scottie Barnes,2022,1194,481,501,982,172,61,233,60,147,207,597,274,84,56,141,42,12.057500000000001
Scottie Barnes,2023,1179,463,553,1016,190,56,246,63,161,224,512,371,83,61,154,173,11.945
Serge Ibaka,2010,508,,184,,,37,,1,,,436,12,27,109,74,37,6.197500000000001
Serge Ibaka,2011,975,,360,,,53,,0,,,746,25,35,250,92,112,12.495000000000001
Serge Ibaka,2012,798,,303,,,50,,2,,,613,40,44,300,90,240,12.2
Serge Ibaka,2013,1196,,408,,,53,,24,,,709,51,28,275,132,482,15.004999999999999
Serge Ibaka,2014,1432,611,514,1125,182,51,233,28,45,73,825,97,50,261,143,462,17.1725
Serge Ibaka,2015,917,22,412,34,8,18,9,77,5,9,499,55,30,155,97,162,9.7575
Serge Ibaka,2016,1199,5,531,13,0,35,0,91,4,6,646,76,52,172,117,656,13.737500000000002
Serge Ibaka,2017,1316,26,581,58,17,20,18,136,11,20,603,89,45,141,116,-204,11.977500000000001
Serge Ibaka,2018,1046,409,447,856,112,28,140,116,205,321,537,73,30,112,106,309,10.885000000000002
Serge Ibaka,2019,1337,556,514,1070,167,52,219,58,149,207,744,121,40,126,139,336,16.174999999999997
Serge Ibaka,2020,1008,406,374,780,103,35,138,93,134,227,537,90,30,60,121,130,9.927500000000002
Serge Ibaka,2021,464,189,182,371,47,10,57,39,78,117,279,76,10,50,45,174,5.5525
Serge Ibaka,2022,364,148,158,306,32,12,44,36,64,100,254,46,11,32,42,-76,3.6175000000000006
Serge Ibaka,2023,66,26,28,54,8,5,13,6,12,18,44,4,2,7,11,-25,0.5475
Seth Curry,2014,3,1,2,3,0,0,0,1,0,1,1,0,2,0,0,1,0.0475
Seth Curry,2015,0,,3,,,0,,0,,,2,1,0,0,0,-4,-0.0225
Seth Curry,2016,299,0,122,0,0,9,0,50,0,0,60,67,22,3,36,-38,2.5450000000000004
Seth Curry,2017,898,8,365,26,2,15,2,137,6,8,179,188,79,7,92,-64,8.01
Seth Curry,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Curry,2019,671,242,305,547,53,10,63,134,169,303,145,79,48,16,68,169,5.970000000000001
Seth Curry,2020,870,315,312,627,85,17,102,155,187,342,156,132,44,9,70,179,8.275
Seth Curry,2021,937,343,356,699,84,12,96,167,194,361,164,183,53,11,75,438,9.735000000000001
Seth Curry,2022,1018,382,396,778,84,13,97,170,227,397,210,242,54,17,112,184,9.8175
Seth Curry,2023,586,218,250,468,53,5,58,97,144,241,103,105,36,7,52,-83,4.8025
Shaedon Sharpe,2023,367,136,153,289,45,14,59,50,83,133,97,62,20,10,46,-228,2.5
Shai Gilgeous-Alexander,2019,986,374,412,786,175,42,217,63,101,164,253,295,105,50,148,-180,8.96
Shai Gilgeous-Alexander,2020,1461,524,596,1120,311,71,382,102,191,293,452,264,86,51,149,136,13.235
Shai Gilgeous-Alexander,2021,830,287,278,565,185,44,229,71,99,170,166,207,27,23,106,-185,6.875
Shai Gilgeous-Alexander,2022,1371,477,575,1052,328,77,405,89,208,297,278,331,71,46,154,-263,10.772499999999999
Shai Gilgeous-Alexander,2023,2135,704,677,1381,669,70,739,58,110,168,329,371,112,65,192,149,19.1325
Shake Milton,2019,87,34,53,87,5,2,7,14,30,44,35,18,8,8,6,-1,0.8325000000000002
Shake Milton,2020,435,155,166,321,57,15,72,68,92,160,101,115,22,7,53,-24,3.9625000000000004
Shake Milton,2021,869,315,399,714,160,31,191,79,143,222,157,202,42,19,114,116,6.8675000000000015
Shake Milton,2022,510,191,250,441,77,16,93,51,97,148,161,150,34,20,49,-21,4.715000000000001
Shake Milton,2023,641,242,262,504,101,17,118,56,92,148,191,239,27,13,95,132,6.375000000000001
Simone Fontecchio,2023,46,18,26,44,2,0,2,8,17,25,18,6,2,0,6,-14,0.29
Skylar Mays,2021,132,48,55,103,22,3,25,14,26,40,37,31,16,2,10,13,1.3749999999999998
Skylar Mays,2022,82,33,32,65,8,1,9,8,17,25,26,18,8,0,10,-47,0.6575
Skylar Mays,2023,92,34,34,68,12,1,13,12,14,26,19,50,6,1,10,-74,0.8825
Spencer Dinwiddie,2015,145,0,118,1,0,3,0,12,0,0,48,104,19,6,33,-70,1.0599999999999998
Spencer Dinwiddie,2016,60,0,35,0,0,14,0,1,0,0,17,23,3,0,7,-59,0.245
Spencer Dinwiddie,2017,432,1,168,5,2,33,2,38,4,5,164,185,44,23,66,-134,4.55
Spencer Dinwiddie,2018,1007,324,514,838,218,50,268,141,292,433,259,524,68,23,128,-88,9.9275
Spencer Dinwiddie,2019,1216,393,497,890,297,73,370,133,261,394,179,319,42,17,160,-118,9.22
Spencer Dinwiddie,2020,1318,424,597,1021,347,99,446,123,277,400,221,432,40,21,174,52,10.3925
Spencer Dinwiddie,2021,20,6,10,16,6,0,6,2,5,7,13,9,2,1,5,42,0.3225
Spencer Dinwiddie,2022,1174,386,541,927,250,69,319,152,274,426,323,411,59,19,133,-36,10.665000000000001
Spencer Dinwiddie,2023,1435,482,619,1101,283,69,352,188,320,508,283,541,72,25,157,-40,13.377499999999998
Stanley Johnson,2016,625,2,386,5,2,22,2,69,0,1,322,118,56,12,117,-148,4.137499999999999
Stanley Johnson,2017,339,0,236,0,0,17,0,45,0,0,189,105,56,24,71,4,3.0250000000000004
Stanley Johnson,2018,599,210,350,560,112,33,145,67,167,234,252,112,95,14,77,-45,5.047499999999999
Stanley Johnson,2019,454,171,269,440,50,14,64,62,153,215,217,88,60,14,81,-199,3.25
Stanley Johnson,2020,73,27,43,70,10,7,17,9,20,29,41,26,6,4,16,7,0.6525000000000001
Stanley Johnson,2021,267,89,144,233,44,11,55,45,92,137,153,89,52,18,54,-161,2.63
Stanley Johnson,2022,320,117,134,251,53,21,74,33,72,105,155,80,43,14,35,-49,3.4475
Stanley Johnson,2023,174,65,57,122,26,13,39,18,22,40,95,67,16,6,33,-92,1.805
Stephen Curry,2010,1399,,615,,,23,,166,,,356,472,152,19,243,-186,12.509999999999998
Stephen Curry,2011,1373,,548,,,15,,151,,,286,432,109,20,226,-17,12.345000000000002
Stephen Curry,2012,383,,151,,,9,,55,,,88,138,39,8,65,79,3.9975000000000005
Stephen Curry,2013,2067,,895,,,32,,314,,,360,636,146,14,280,187,18.667500000000004
Stephen Curry,2014,2046,707,806,1513,347,45,392,285,398,683,362,736,141,15,322,581,20.3075
Stephen Curry,2015,2509,8,937,17,0,48,0,387,3,6,455,758,203,19,336,1089,31.142500000000005
Stephen Curry,2016,2853,35,991,81,21,44,22,488,29,47,534,626,199,20,339,1090,31.959999999999997
Stephen Curry,2017,2497,9,937,18,5,48,6,401,7,10,464,644,177,21,297,1261,31.889999999999997
Stephen Curry,2018,1740,569,613,1182,323,26,349,279,395,674,358,396,107,19,202,615,22.182500000000005
Stephen Curry,2019,2518,828,966,1794,412,33,445,450,621,1071,510,494,116,29,260,810,26.3375
Stephen Curry,2020,104,33,49,82,26,0,26,12,37,49,26,33,5,2,16,-43,0.7675000000000001
Stephen Curry,2021,2043,668,716,1384,362,33,395,345,472,817,349,367,79,8,214,259,18.387500000000003
Stephen Curry,2022,2282,754,940,1694,382,45,427,392,614,1006,455,535,115,33,268,629,26.485000000000007
Stephen Curry,2023,2044,704,740,1444,306,33,339,330,466,796,408,431,65,26,221,315,18.96
Sterling Brown,2018,224,85,125,210,21,3,24,33,61,94,145,25,32,13,25,-49,2.1799999999999997
Sterling Brown,2019,417,160,190,350,37,16,53,60,108,168,214,103,31,11,54,32,4.2625
Sterling Brown,2020,266,95,162,257,32,8,40,44,93,137,184,51,29,7,42,58,2.5925000000000002
Sterling Brown,2021,416,150,185,335,25,6,31,91,124,215,224,72,38,12,41,-154,4.1225
Sterling Brown,2022,171,62,103,165,19,3,22,28,68,96,157,37,18,9,26,21,1.9324999999999999
Sterling Brown,2023,0,0,4,4,0,0,0,0,2,2,8,2,3,0,0,-4,0.042499999999999996
Steven Adams,2014,335,124,106,230,87,72,159,0,0,0,406,47,41,81,81,29,4.8975
Steven Adams,2015,537,7,182,14,2,102,7,0,0,0,523,66,38,86,99,46,6.577500000000001
Steven Adams,2016,818,8,208,14,3,109,4,0,0,0,704,75,51,103,101,525,11.612500000000002
Steven Adams,2017,945,7,291,13,2,107,6,0,0,0,647,93,95,87,150,211,10.865
Steven Adams,2018,1119,475,283,758,169,130,299,0,2,2,730,97,96,82,132,305,13.425000000000002
Steven Adams,2019,1167,509,342,851,149,151,300,0,3,3,796,131,122,81,144,352,14.075
Steven Adams,2020,755,314,216,530,126,95,221,1,3,4,664,155,55,69,110,100,9.8275
Steven Adams,2021,438,189,119,308,60,75,135,0,3,3,514,111,54,38,78,15,6.43
Steven Adams,2022,552,219,186,405,114,96,210,0,1,1,805,271,66,61,119,366,10.252500000000001
Steven Adams,2023,361,157,106,263,47,82,129,0,1,1,485,97,36,46,79,243,5.9375
Svi Mykhailiuk,2019,133,46,94,140,12,8,20,29,60,89,36,37,14,1,21,-7,0.8599999999999999
Svi Mykhailiuk,2020,510,168,248,416,57,13,70,117,177,294,108,108,41,4,62,-33,4.195
Svi Mykhailiuk,2021,559,208,298,506,38,12,50,105,209,314,163,110,51,12,88,-229,3.83
Svi Mykhailiuk,2022,256,91,145,236,33,5,38,41,95,136,93,45,26,4,32,-89,1.845
Svi Mykhailiuk,2023,222,77,96,173,26,13,39,42,57,99,53,53,15,4,24,18,2.05
Taj Gibson,2010,773,,340,,,67,,0,,,646,73,51,107,116,-77,8.105
Taj Gibson,2011,664,,301,,,54,,1,,,524,67,44,128,85,280,8.274999999999999
Taj Gibson,2012,541,,229,,,58,,0,,,371,51,31,91,63,290,6.530000000000001
Taj Gibson,2013,595,,262,,,48,,0,,,381,65,31,96,85,75,6.195
Taj Gibson,2014,1160,461,492,953,238,79,317,0,7,7,589,93,43,124,158,145,10.4025
Taj Gibson,2015,729,23,290,45,8,61,11,0,0,0,462,83,40,87,88,-15,7.4675
Taj Gibson,2016,627,5,237,14,2,45,4,0,0,0,504,106,47,77,78,-149,7.1925
Taj Gibson,2017,895,,358,,,46,,3,,,503,76,42,65,113,25,8.2275
Taj Gibson,2018,1030,439,320,759,145,43,188,7,28,35,604,102,63,61,94,203,11.5875
Taj Gibson,2019,753,304,233,537,134,43,177,11,23,34,458,84,53,39,73,-81,7.995000000000001
Taj Gibson,2020,379,167,119,286,41,15,56,4,10,14,267,52,27,30,47,-261,3.7425000000000006
Taj Gibson,2021,266,111,67,178,41,15,56,3,12,15,285,40,39,54,25,121,4.8075
Taj Gibson,2022,229,86,80,166,42,10,52,15,23,38,229,32,22,40,27,43,3.4450000000000003
Taj Gibson,2023,168,65,60,125,30,12,42,8,16,24,93,34,15,12,26,-4,1.7824999999999998
Talen Horton-Tucker,2020,48,20,22,42,2,2,4,6,12,18,12,6,10,1,6,-14,0.4125000000000001
Talen Horton-Tucker,2021,611,235,278,513,103,31,134,38,98,136,183,183,64,21,108,0,5.365
Talen Horton-Tucker,2022,597,224,314,538,100,25,125,49,133,182,193,159,59,29,82,-90,4.9575
Talen Horton-Tucker,2023,698,257,356,613,126,42,168,58,145,203,210,246,41,29,126,-8,5.675000000000001
Taurean Prince,2017,402,7,194,19,2,20,3,37,6,7,189,63,45,28,68,-34,3.5600000000000005
Taurean Prince,2018,1166,418,563,981,152,28,180,178,282,460,391,216,86,42,192,-389,8.5825
Taurean Prince,2019,742,262,332,594,95,21,116,123,192,315,199,118,53,19,100,-243,5.532500000000001
Taurean Prince,2020,773,278,461,739,71,18,89,146,285,431,381,116,57,25,127,71,6.15
Taurean Prince,2021,389,131,196,327,65,11,76,62,93,155,142,76,28,23,47,-127,3.1975000000000007
Taurean Prince,2022,532,187,230,417,68,21,89,90,153,243,182,74,49,24,57,-39,4.9325
Taurean Prince,2023,532,189,223,412,72,14,86,82,133,215,139,88,31,16,74,-37,4.355
Terance Mann,2020,103,39,45,84,18,9,27,7,15,22,62,54,12,5,20,2,1.2525000000000002
Terance Mann,2021,616,232,222,454,98,24,122,54,74,128,294,118,39,18,44,133,6.9399999999999995
Terance Mann,2022,861,329,350,679,128,36,164,75,132,207,418,201,55,21,82,52,8.9575
Terance Mann,2023,766,291,266,557,98,29,127,86,131,217,292,195,46,23,89,21,8.010000000000002
Terence Davis,2020,586,213,252,465,58,8,66,102,159,261,250,122,40,14,82,244,6.234999999999999
Terence Davis,2021,533,195,261,456,45,10,55,98,169,267,154,83,44,14,63,-67,4.322500000000001
Terence Davis,2022,311,113,154,267,36,8,44,49,100,149,94,40,25,11,33,60,2.7325
Terence Davis,2023,455,162,222,384,36,9,45,95,165,260,148,73,44,12,55,41,4.1625
Terrence Ross,2013,467,,271,,,12,,65,,,144,53,43,14,48,-65,3.2924999999999995
Terrence Ross,2014,914,322,466,781,85,18,103,165,263,425,266,81,70,30,96,110,7.477500000000001
Terrence Ross,2015,835,5,462,10,0,12,0,151,5,7,232,90,56,29,71,-3,6.427500000000001
Terrence Ross,2016,846,21,429,43,4,20,5,152,14,20,217,67,67,30,62,155,7.242500000000001
Terrence Ross,2017,858,4,420,7,0,13,0,142,2,6,206,88,87,33,68,126,7.6800000000000015
Terrence Ross,2018,209,76,115,191,27,9,36,30,63,93,73,38,27,11,29,-41,1.705
Terrence Ross,2019,1289,460,621,1081,140,21,161,229,372,601,298,142,78,31,100,-27,10.320000000000002
Terrence Ross,2020,1098,371,539,910,169,29,198,187,347,534,244,87,81,25,78,-61,8.45
Terrence Ross,2021,717,254,362,616,120,18,138,89,175,264,158,108,47,21,74,-235,4.842499999999999
Terrence Ross,2022,629,220,334,554,112,18,130,77,187,264,161,116,28,12,75,-349,3.6099999999999994
Terrence Ross,2023,535,204,274,478,27,7,34,100,171,271,156,93,34,12,43,-105,4.327500000000001
Terry Rozier,2016,96,2,91,7,0,2,0,10,2,2,80,43,7,4,21,-71,0.51
Terry Rozier,2017,506,2,309,13,3,19,3,71,7,7,271,163,57,15,57,43,5.1025
Terry Rozier,2018,1213,424,642,1066,161,44,205,204,345,549,476,341,104,25,102,140,12.135000000000002
Terry Rozier,2019,766,277,448,725,85,24,109,127,244,371,346,248,72,23,78,-26,7.432500000000001
Terry Rozier,2020,1134,398,543,941,166,24,190,172,251,423,276,259,61,10,141,-397,8.105
Terry Rozier,2021,1407,510,624,1134,165,37,202,222,349,571,302,293,87,26,128,-89,12.052500000000002
Terry Rozier,2022,1408,518,649,1167,150,26,176,222,371,593,315,326,93,25,96,74,13.05
Terry Rozier,2023,1329,493,695,1188,178,42,220,165,340,505,259,319,74,16,134,-288,9.3725
Thaddeus Young,2008,671,,252,,,29,,7,,,339,62,80,8,68,126,6.805000000000001
Thaddeus Young,2009,1217,,524,,,51,,61,,,404,94,106,24,126,107,10.0225
Thaddeus Young,2010,926,,431,,,51,,48,,,350,97,81,15,126,-143,6.68
Thaddeus Young,2011,1102,,424,,,56,,6,,,463,86,94,27,106,108,9.947500000000002
Thaddeus Young,2012,908,,391,,,42,,1,,,393,89,71,48,70,242,8.815000000000001
Thaddeus Young,2013,1127,,449,,,80,,1,,,571,125,133,55,90,-34,11.317499999999999
Thaddeus Young,2014,1417,569,701,1255,157,66,220,90,196,283,476,182,167,36,165,-652,9.87
Thaddeus Young,2015,1134,23,554,43,6,76,8,38,3,6,454,189,129,26,131,-226,9.032500000000002
Thaddeus Young,2016,1102,5,468,11,1,58,2,7,0,0,660,136,112,37,136,-235,9.98
Thaddeus Young,2017,862,16,343,33,1,46,6,46,8,11,484,132,121,30,102,53,9.345000000000002
Thaddeus Young,2018,1034,457,467,924,60,45,105,60,128,188,566,162,147,42,112,224,11.3125
Thaddeus Young,2019,1066,461,422,883,91,51,142,53,101,154,551,219,134,39,128,130,11.735
Thaddeus Young,2020,659,269,332,601,42,30,72,79,143,222,315,117,92,23,102,-209,5.6075
Thaddeus Young,2021,823,370,292,662,71,42,113,12,33,45,423,291,74,40,137,146,9.535
Thaddeus Young,2022,342,150,140,290,24,29,53,18,37,55,226,114,59,19,55,14,4.2725
Thaddeus Young,2023,240,108,90,198,18,8,26,6,28,34,166,75,54,5,42,-92,2.865
Thanasis Antetokounmpo,2016,6,,1,,,0,,0,,,1,0,0,0,0,-6,0.039999999999999994
Thanasis Antetokounmpo,2020,55,24,24,48,7,10,17,0,10,10,24,15,7,2,12,-16,0.415
Thanasis Antetokounmpo,2021,175,69,75,144,30,25,55,7,22,29,134,49,27,12,46,-25,1.7874999999999996
Thanasis Antetokounmpo,2022,176,72,59,131,30,19,49,2,12,14,105,23,17,12,26,-124,1.5100000000000002
Thanasis Antetokounmpo,2023,51,20,26,46,11,11,22,0,8,8,44,15,3,3,12,-113,0.16999999999999998
Theo Maledon,2021,658,226,388,614,101,34,135,105,208,313,211,227,56,11,141,-621,3.335000000000001
Theo Maledon,2022,361,119,198,317,79,21,100,44,106,150,131,111,31,11,65,-200,2.4450000000000003
Theo Maledon,2023,295,102,152,254,63,11,74,28,67,95,123,152,37,12,59,-147,2.7775
Thomas Bryant,2018,22,8,13,21,5,4,9,1,9,10,17,6,1,2,2,-9,0.19500000000000003
Thomas Bryant,2019,758,309,193,502,107,30,137,33,66,99,454,92,25,67,60,-107,8.7575
Thomas Bryant,2020,609,243,175,418,86,30,116,37,54,91,331,83,25,49,53,-161,6.512500000000001
Thomas Bryant,2021,143,59,32,91,16,8,24,9,12,21,61,15,4,8,11,-14,1.51
Thomas Bryant,2022,201,77,71,148,35,5,40,12,30,42,108,23,6,21,19,-75,1.9600000000000002
Thomas Bryant,2023,579,230,139,369,93,33,126,26,33,59,339,31,16,30,38,-93,6.16
Tim Hardaway Jr.,2014,824,288,393,677,102,22,124,130,225,350,121,66,44,7,47,-168,5.58
Tim Hardaway Jr.,2015,804,2,438,10,2,31,2,121,5,6,156,127,20,14,82,-351,4.365
Tim Hardaway Jr.,2016,346,5,170,11,2,8,2,50,5,6,95,58,21,8,26,102,3.1725000000000008
Tim Hardaway Jr.,2017,1220,24,552,47,9,57,9,160,11,21,240,189,58,15,116,139,9.622500000000002
Tim Hardaway Jr.,2018,996,360,496,856,146,33,179,130,280,410,224,155,62,10,92,-71,7.340000000000002
Tim Hardaway Jr.,2019,1174,390,603,993,232,44,276,162,315,477,222,159,54,8,105,-401,7.062499999999998
Tim Hardaway Jr.,2020,1228,424,555,979,157,36,193,223,344,567,253,148,43,5,72,208,10.260000000000002
Tim Hardaway Jr.,2021,1282,449,563,1012,154,36,190,230,356,586,252,136,34,11,70,69,10.3
Tim Hardaway Jr.,2022,598,209,321,530,78,25,103,102,202,304,156,92,38,6,34,36,4.84
Tim Hardaway Jr.,2023,1019,340,507,847,127,38,165,212,338,550,251,129,49,12,60,160,8.625
T.J. McConnell,2016,493,9,246,25,1,15,2,31,4,4,250,366,95,10,140,-276,5.417500000000002
T.J. McConnell,2017,556,10,276,19,3,17,4,11,3,6,251,534,134,10,160,-316,7.039999999999999
T.J. McConnell,2018,533,235,222,457,34,10,44,29,36,65,252,326,98,13,118,-30,6.747499999999999
T.J. McConnell,2019,507,232,214,446,29,8,37,14,28,42,180,269,81,18,92,-29,5.892499999999999
T.J. McConnell,2020,471,215,204,419,36,8,44,5,12,17,195,362,56,11,102,44,6.0175
T.J. McConnell,2021,596,274,216,490,33,15,48,15,33,48,256,456,128,23,135,70,8.875
T.J. McConnell,2022,229,100,108,208,19,4,23,10,23,33,90,131,29,10,29,-74,2.6125000000000003
T.J. McConnell,2023,650,283,238,521,58,10,68,26,33,59,234,397,81,10,143,-62,7.5425
T.J. Warren,2015,245,4,101,5,0,5,0,5,0,0,85,25,18,9,27,-92,1.8225000000000002
T.J. Warren,2016,515,16,220,46,1,19,2,28,7,13,147,44,37,16,32,-116,4.032500000000001
T.J. Warren,2017,951,36,411,88,13,35,19,26,9,12,339,75,76,39,57,-281,7.6350000000000025
T.J. Warren,2018,1271,529,534,1063,193,62,255,20,70,90,333,85,65,41,85,-437,8.6325
T.J. Warren,2019,772,297,314,611,101,23,124,77,103,180,174,64,51,29,52,-225,5.9875
T.J. Warren,2020,1406,566,499,1065,176,37,213,98,147,245,305,111,87,35,95,94,12.305
T.J. Warren,2021,62,27,24,51,8,2,10,0,7,7,14,5,2,0,4,1,0.4550000000000001
T.J. Warren,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Warren,2023,330,138,151,289,31,8,39,23,51,74,128,43,23,15,21,64,3.2
Tobias Harris,2012,208,,90,,,10,,6,,,101,22,13,7,31,5,1.7049999999999998
Tobias Harris,2013,603,,279,,,34,,34,,,287,69,32,44,66,-171,4.89
Tobias Harris,2014,893,326,384,705,195,47,241,32,93,123,424,82,41,24,78,-231,7.010000000000001
Tobias Harris,2015,1164,8,507,11,2,52,2,87,1,2,430,124,69,36,115,-294,8.965000000000002
